algorithm,length_bytes,ber,trial,errors,corrupted,encoded_bits,overhead_pct,detected,corrected,false_negative,recovered_correctly,encode_ns,decode_ns
crc32,512,0,1,0,0,4128,0.78125,0,0,0,1,162394,3191327
crc32,512,0,2,0,0,4128,0.78125,0,0,0,1,152882,3493141
crc32,512,0,3,0,0,4128,0.78125,0,0,0,1,216113,3211708
crc32,512,0,4,0,0,4128,0.78125,0,0,0,1,190817,3227781
crc32,512,0,5,0,0,4128,0.78125,0,0,0,1,197594,3021571
crc32,512,0,6,0,0,4128,0.78125,0,0,0,1,233379,2811318
crc32,512,0,7,0,0,4128,0.78125,0,0,0,1,162167,2761866
crc32,512,0,8,0,0,4128,0.78125,0,0,0,1,201532,3324063
crc32,512,0,9,0,0,4128,0.78125,0,0,0,1,151596,3490498
crc32,512,0,10,0,0,4128,0.78125,0,0,0,1,207219,3106419
crc32,512,0,11,0,0,4128,0.78125,0,0,0,1,189932,2576939
crc32,512,0.001,0,3,1,4128,0.78125,1,0,0,0,205522,2039279
crc32,512,0.001,1,3,1,4128,0.78125,1,0,0,0,151514,1624966
crc32,512,0.001,2,6,1,4128,0.78125,1,0,0,0,160738,1612626
crc32,512,0.001,3,3,1,4128,0.78125,1,0,0,0,159679,1680527
crc32,512,0.001,4,3,1,4128,0.78125,1,0,0,0,164337,1736044
crc32,512,0.001,5,2,1,4128,0.78125,1,0,0,0,302679,1662725
crc32,512,0.001,6,4,1,4128,0.78125,1,0,0,0,183690,1543069
crc32,512,0.001,7,4,1,4128,0.78125,1,0,0,0,151216,1606918
crc32,512,0.001,8,8,1,4128,0.78125,1,0,0,0,167114,1879045
crc32,512,0.001,9,1,1,4128,0.78125,1,0,0,0,156800,2189765
crc32,512,0.001,10,6,1,4128,0.78125,1,0,0,0,240074,2267496
crc32,512,0.001,11,2,1,4128,0.78125,1,0,0,0,204525,1631433
crc32,512,0.01,0,45,1,4128,0.78125,1,0,0,0,156470,2089276
crc32,512,0.01,1,43,1,4128,0.78125,1,0,0,0,165489,2988663
crc32,512,0.01,2,40,1,4128,0.78125,1,0,0,0,383163,2632245
crc32,512,0.01,3,44,1,4128,0.78125,1,0,0,0,220361,2722491
crc32,512,0.01,4,46,1,4128,0.78125,1,0,0,0,197038,1751769
crc32,512,0.01,5,36,1,4128,0.78125,1,0,0,0,198273,2726018
crc32,512,0.01,6,37,1,4128,0.78125,1,0,0,0,196483,2630569
crc32,512,0.01,7,45,1,4128,0.78125,1,0,0,0,197501,2607997
crc32,512,0.01,8,42,1,4128,0.78125,1,0,0,0,190323,2441706
crc32,512,0.01,9,44,1,4128,0.78125,1,0,0,0,184647,2339572
crc32,512,0.01,10,47,1,4128,0.78125,1,0,0,0,288682,1625294
crc32,512,0.01,11,37,1,4128,0.78125,1,0,0,0,196411,1710976
crc32,512,0.05,0,207,1,4128,0.78125,1,0,0,0,204946,2579225
crc32,512,0.05,1,207,1,4128,0.78125,1,0,0,0,169684,2066983
crc32,512,0.05,2,197,1,4128,0.78125,1,0,0,0,180400,2873584
crc32,512,0.05,3,219,1,4128,0.78125,1,0,0,0,206365,1841665
crc32,512,0.05,4,206,1,4128,0.78125,1,0,0,0,153263,2504577
crc32,512,0.05,5,195,1,4128,0.78125,1,0,0,0,201419,1757219
crc32,512,0.05,6,194,1,4128,0.78125,1,0,0,0,152285,1622344
crc32,512,0.05,7,194,1,4128,0.78125,1,0,0,0,152583,1584141
crc32,512,0.05,8,189,1,4128,0.78125,1,0,0,0,160954,2360859
crc32,512,0.05,9,197,1,4128,0.78125,1,0,0,0,187197,2167820
crc32,512,0.05,10,196,1,4128,0.78125,1,0,0,0,449956,1825572
crc32,512,0.05,11,196,1,4128,0.78125,1,0,0,0,189572,2029387
